problem;trial;r2_train;r2_test;seed
678_visualizing_environmental;1;0.5884564006241517;-0.2348037422701108;29802
678_visualizing_environmental;2;0.48415524658057696;0.3842110530561066;22118
678_visualizing_environmental;3;0.5435252560116295;0.20052013439615268;860
678_visualizing_environmental;4;0.5299229740381244;0.12194169699888824;15795
678_visualizing_environmental;5;0.5551504264560185;-0.3712208383149671;21575
678_visualizing_environmental;6;0.595332876812991;-0.6583139042777237;5390
678_visualizing_environmental;7;0.5473903713630541;0.4109713932589413;11964
678_visualizing_environmental;8;0.5404951931756969;0.18650779631586867;6265
678_visualizing_environmental;9;0.5460068888571925;0.2661496903961954;23654
678_visualizing_environmental;10;0.4883595042931925;0.29805223307133444;11284
